speech_id,file,year,sentence,negative,neutral,positive,compound score
"speech_00049, speech_00050",parnell_source_00239,1886,"He refused to sit in opposition; I considered that was a fatal fault, a fatal blemish, and I repeatedly told him in the last Parliament that, unless he could see his way to sit on our side of the House, I should not recommend him to the constituency of Clare.",0.297,0.703,0,-0.9383
speech_00014,parnell_source_00058,1875,"Mr. Parnell then called attention to the case of Daniel Reddin, a Fenian prisoner, who, he said, during the period of his imprisonment was attacked with paralysis, and was tortured by being blistered by needles thrust into the muscles of his legs, and by shocks of electrical batteries twice a day.",0.263,0.737,0,-0.9403
speech_00047,parnell_source_00200,1876,"Is it fair, after this man has had ten years in penal servitude   ten years of discipline, which is given in order to effect reformation in the minds of thieves, murderers, and the worst of criminals   is it fair to keep the man imprisoned any longer?",0.297,0.629,0.074,-0.9413
speech_00029,parnell_source_00109,1875,"Abuse was a very poor argument and it was a very poor argument and it was a great pity there were no more Belfasts in this country, where Sir Michael Hicks Beach might be allowed to go about and give these lessons for it was lessons to them.",0.338,0.596,0.066,-0.9417
speech_00091,parnell_source_00346,1885,"But we should be untrue to our suffering fellow countrymen, if we did not endeavour to do what in us lay to shield the helpless tiller of the soil from extermination and from banishment during the coming winter .",0.291,0.709,0,-0.9468
speech_00053,parnell_source_00282,1886,"Well, so say we all; but the right hon. Gentleman would try to put a stop to them by resorting to the old bad method of coercion, which he and his Friends have been using for the last 86 years, while we say with the Prime Minister ""Try the effect of self government;"" and if Kerry men then resort to outrages they will very soon find that the rest of Ireland will put a stop to them.",0.228,0.712,0.061,-0.9497
speech_00053,parnell_source_00303,1886,"Well, so say we all ; but the right hon. gentleman would try to put a stop to them by the old bad method of coercion which he and his friends have been using for the last 86 years, while we say with the Prime Minister ""Try the effect of his method,"" and if Kerry men then resort to outrages they will very soon find that the rest of Ireland will put a stop to them.",0.233,0.705,0.062,-0.9497
speech_00072,parnell_source_00304,1880,"Others had been guilty of frightful eviction atrocities   pulling the roofs from over poor people, burning the corn for which they could find no buyers, sooner than allow the people to eat it.",0.404,0.556,0.041,-0.9517
speech_00069,parnell_source_00299,1880,But in military prisons in Ireland the prisoners could be flogged for breaches of prison discipline.,0.574,0.426,0,-0.9528
speech_00072,parnell_source_00306,1880,"The Government of England has as yet done nothing, but it is beginning to recognize that the public opinion of America and the world will not permit the Irish people to be starved to death as they were starved.",0.296,0.704,0,-0.9528
speech_00072,parnell_source_00309,1880,"The Government of England has as yet done nothing, but it is beginning to recognize that the public opinion of America and the world will not permit the Irish people to be starved to death as they were starved.",0.296,0.704,0,-0.9528
speech_00047,parnell_source_00230,1876,"Mr. Biggar by his injudicious and offensive remarks, after the Prime Minister had declared the intention of the Government, together with the remarks of his bosom friend, Mr. Parnell, M.P., have done frightful damage to these misguided men, who are now suffering in durance vile for the acts they have perpetrated.",0.334,0.619,0.047,-0.9552
speech_00063,parnell_source_00293,1880,"It was because Protestants feared that the admission of Catholics would injure the Protestant religion, and it was because the majority of Protestants began to see that even if they had that fear, it was an unworthy fear, and a fear that they ought not to allow to influence them in considering the civil rights of their fellowmen, that Catholics were at last admitted to the same civil and religious rights as Protestants.",0.234,0.75,0.016,-0.9556
speech_00049,parnell_source_00238,1886,"He refused to sit in opposition, but I considered that that was a fatal fault   a fatal blemish, and I repeatedly told him in the last Parliament that unless he could see his way to sit on our side of the House I should not recommend him to the constituency of Clare, and he was not elected, and was not returned to Parliament, although I supported him in Liverpool for a seat which we could not carry ourselves, and to which I considered he had the first claim.",0.213,0.756,0.031,-0.956
"speech_00049, speech_00050",parnell_source_00242,1886,"He refused to sit in opposition, but I considered that was a fatal fault   a fatal blemish   and I repeatedly told him in the last Parliament that unless he could see his way to sit on our side of the House I should not recommend him to the constituency of Clare, and he was not returned to Parliament, although I supported him in Liverpool for a seat which we could not carry ourselves, and to which I considered he had first claim.",0.227,0.74,0.033,-0.956
speech_00085,parnell_source_00343,1880,"The appalling calamity of starvation is staring a quarter of a million of our people in the face, and we are here to ask the people of America to assist in averting the danger; and we also ask you to help break down that terrible system which has brought about this misery.",0.308,0.651,0.041,-0.9564
speech_00092,parnell_source_00347,1885,"It is impossible for us to give guarantees, but we can point to the past; we can show that the record of English rule is a constant series of steps from bad to worse , that the condition of English power is more insecure and more unstable at the present moment than it has ever been .",0.251,0.749,0,-0.9567
speech_00093,parnell_source_00348,1885,"That is one portion of the conspiracy     the conspiracy to exact which have not been made; and there is another conspiracy, or rather another part of the same conspiracy   they are using the Land Purchase Act in many cases through the country to intimidate their tenants who are in arrear to buy their farms at a price which it will be impossible for them to maintain hereafter   that is to say, they are endeavouring to make a dishonest bargain with the tenants to give them  more than the land is worth, in order that they may get out of their position and substitute the State and the English taxpayer as the landlord, and leave the new landlord to bear the loss which otherwise should fall to the lot of the old one.",0.154,0.82,0.025,-0.9578
